AUDITORIA ESTRUCTURAL — Bloque D: columnas
Generado: 2026-06-19T07:07:51.802Z
Filas: 2224
================================================================================

column_default	column_name	data_type	is_nullable	table_name
	card_last_four	text	YES	payment_transactions
	gateway_response	jsonb	YES	payment_transactions
	gateway_request	jsonb	YES	payment_transactions
now()	created_at	timestamp with time zone	YES	payment_transactions
	processed_at	timestamp with time zone	YES	payment_transactions
	approved_at	timestamp with time zone	YES	payment_transactions
	expired_at	timestamp with time zone	YES	payment_transactions
	student_id	uuid	YES	payment_transactions
false	recharge_applied	boolean	YES	payment_transactions
	ip_address	text	YES	payment_transactions
	user_agent	text	YES	payment_transactions
	device_info	jsonb	YES	payment_transactions
	notes	text	YES	payment_transactions
	id	uuid	NO	perfiles_padres
	nombre_completo	text	YES	perfiles_padres
	dni	text	YES	perfiles_padres
	celular	text	YES	perfiles_padres
	email	text	YES	perfiles_padres
timezone('utc'::text, now())	created_at	timestamp with time zone	NO	perfiles_padres
gen_random_uuid()	id	uuid	NO	permissions
	module	character varying	NO	permissions
	action	character varying	NO	permissions
	name	character varying	NO	permissions
	description	text	YES	permissions
now()	created_at	timestamp with time zone	YES	permissions
gen_random_uuid()	id	uuid	NO	pos_idempotency_keys
	school_id	uuid	NO	pos_idempotency_keys
	idempotency_key	text	NO	pos_idempotency_keys
	transaction_id	uuid	YES	pos_idempotency_keys
now()	created_at	timestamp with time zone	YES	pos_idempotency_keys
gen_random_uuid()	id	uuid	NO	pos_stock_movements
	product_id	uuid	NO	pos_stock_movements
	school_id	uuid	NO	pos_stock_movements
	movement_type	character varying	NO	pos_stock_movements
	quantity_delta	integer	NO	pos_stock_movements
	stock_before	integer	NO	pos_stock_movements
	stock_after	integer	NO	pos_stock_movements
	reference_id	uuid	YES	pos_stock_movements
	created_by	uuid	YES	pos_stock_movements
clock_timestamp()	created_at	timestamp with time zone	NO	pos_stock_movements
	reason	text	YES	pos_stock_movements
gen_random_uuid()	id	uuid	NO	price_change_log
	product_id	uuid	NO	price_change_log
	school_id	uuid	YES	price_change_log
'product_school_prices'::text	table_origin	text	NO	price_change_log
	old_price	numeric	NO	price_change_log
	new_price	numeric	NO	price_change_log
	changed_by	uuid	YES	price_change_log
clock_timestamp()	changed_at	timestamp with time zone	NO	price_change_log
gen_random_uuid()	id	uuid	NO	printer_configs
	school_id	uuid	NO	printer_configs
'Impresora Principal'::character varying	printer_name	character varying	NO	printer_configs
true	is_active	boolean	YES	printer_configs
	logo_url	text	YES	printer_configs
120	logo_width	integer	YES	printer_configs
60	logo_height	integer	YES	printer_configs
80	paper_width	integer	YES	printer_configs
true	print_header	boolean	YES	printer_configs
true	print_footer	boolean	YES	printer_configs
'Recibo de Compra'::text	header_text	text	YES	printer_configs
'Gracias por su preferencia'::text	footer_text	text	YES	printer_configs
	business_name	text	YES	printer_configs
	business_address	text	YES	printer_configs
	business_phone	character varying	YES	printer_configs
	business_ruc	character varying	YES	printer_configs
'normal'::character varying	font_size	character varying	YES	printer_configs
'monospace'::character varying	font_family	character varying	YES	printer_configs
false	show_qr_code	boolean	YES	printer_configs
false	show_barcode	boolean	YES	printer_configs
false	auto_print	boolean	YES	printer_configs
1	copies	integer	YES	printer_configs
	custom_template	jsonb	YES	printer_configs
now()	created_at	timestamp with time zone	YES	printer_configs
now()	updated_at	timestamp with time zone	YES	printer_configs
	created_by	uuid	YES	printer_configs
	updated_by	uuid	YES	printer_configs
true	print_comanda	boolean	YES	printer_configs
'COMANDA DE COCINA'::text	comanda_header	text	YES	printer_configs
1	comanda_copies	integer	YES	printer_configs
true	auto_generate_qr	boolean	YES	printer_configs
'ORD'::character varying	qr_prefix	character varying	YES	printer_configs
true	print_separate_comanda	boolean	YES	printer_configs
'usb'::character varying	connection_type	character varying	YES	printer_configs
	printer_device_name	text	YES	printer_configs
	network_ip	character varying	YES	printer_configs
9100	network_port	integer	YES	printer_configs
	bluetooth_address	character varying	YES	printer_configs
	wifi_ssid	character varying	YES	printer_configs
true	is_thermal_printer	boolean	YES	printer_configs
5000	connection_timeout	integer	YES	printer_configs
true	auto_cut_paper	boolean	YES	printer_configs
'partial'::character varying	cut_mode	character varying	YES	printer_configs
true	print_ticket_general	boolean	YES	printer_configs
true	print_comanda_general	boolean	YES	printer_configs
false	print_ticket_credit	boolean	YES	printer_configs
true	print_comanda_credit	boolean	YES	printer_configs
false	print_ticket_teacher	boolean	YES	printer_configs
true	print_comanda_teacher	boolean	YES	printer_configs
true	open_cash_drawer	boolean	YES	printer_configs
2	cash_drawer_pin	integer	YES	printer_configs
true	open_drawer_on_general	boolean	YES	printer_configs
false	open_drawer_on_credit	boolean	YES	printer_configs
false	open_drawer_on_teacher	boolean	YES	printer_configs
gen_random_uuid()	id	uuid	NO	product_categories
	name	text	NO	product_categories
now()	created_at	timestamp with time zone	YES	product_categories
gen_random_uuid()	id	uuid	NO	product_cost_history
	product_id	uuid	NO	product_cost_history
	transaction_id	uuid	YES	product_cost_history
	unit_cost	numeric	NO	product_cost_history
'PEN'::text	currency	text	NO	product_cost_history
clock_timestamp()	effective_at	timestamp with time zone	NO	product_cost_history
	created_by	uuid	YES	product_cost_history
gen_random_uuid()	id	uuid	NO	product_families
	name	text	NO	product_families
	description	text	YES	product_families
true	active	boolean	NO	product_families
now()	created_at	timestamp with time zone	YES	product_families
gen_random_uuid()	id	uuid	NO	product_packaging
	product_id	uuid	NO	product_packaging
	uom_name	text	NO	product_packaging
1	conversion_factor	integer	NO	product_packaging
	barcode	text	YES	product_packaging
true	is_branch_order_allowed	boolean	NO	product_packaging
now()	created_at	timestamp with time zone	YES	product_packaging
gen_random_uuid()	id	uuid	NO	product_school_prices
	product_id	uuid	NO	product_school_prices
	school_id	uuid	NO	product_school_prices
	price_sale	numeric	NO	product_school_prices
	price_cost	numeric	YES	product_school_prices
true	is_available	boolean	YES	product_school_prices
now()	created_at	timestamp with time zone	YES	product_school_prices
now()	updated_at	timestamp with time zone	YES	product_school_prices
gen_random_uuid()	id	uuid	NO	product_stock
	product_id	uuid	NO	product_stock
	school_id	uuid	NO	product_stock
0	current_stock	integer	NO	product_stock
now()	last_updated	timestamp with time zone	YES	product_stock
true	is_enabled	boolean	NO	product_stock
gen_random_uuid()	id	uuid	NO	product_stock_locations
	product_id	uuid	NO	product_stock_locations
	location_id	uuid	NO	product_stock_locations
0	current_stock	integer	NO	product_stock_locations
clock_timestamp()	last_updated	timestamp with time zone	NO	product_stock_locations
gen_random_uuid()	id	uuid	NO	product_subfamilies
	family_id	uuid	NO	product_subfamilies
	name	text	NO	product_subfamilies
true	active	boolean	NO	product_subfamilies
now()	created_at	timestamp with time zone	YES	product_subfamilies
gen_random_uuid()	id	uuid	NO	products
	name	text	NO	products
	price	numeric	NO	products
	category	text	YES	products
	image_url	text	YES	products
true	active	boolean	YES	products
timezone('utc'::text, now())	created_at	timestamp with time zone	NO	products
	price_cost	numeric	YES	products
	price_sale	numeric	YES	products
false	has_stock	boolean	YES	products
true	has_igv	boolean	YES	products
	wholesale_qty	integer	YES	products
	wholesale_price	numeric	YES	products
	school_ids	ARRAY	YES	products
	stock_initial	integer	YES	products
	stock_min	integer	YES	products
false	has_expiry	boolean	YES	products
	expiry_days	integer	YES	products
false	has_wholesale	boolean	YES	products
0	total_sales	integer	YES	products
	code	text	YES	products
	description	text	YES	products
false	stock_control_enabled	boolean	NO	products
false	is_verified	boolean	NO	products
	family_id	uuid	YES	products
	subfamily_id	uuid	YES	products
1	moq	integer	NO	products
0	min_stock	integer	NO	products
true	is_active	boolean	NO	products
now()	updated_at	timestamp with time zone	YES	products
0	stock	integer	YES	products
	id	uuid	NO	profiles
	email	text	YES	profiles
	full_name	text	YES	profiles
timezone('utc'::text, now())	created_at	timestamp with time zone	NO	profiles
'parent'::text	role	text	YES	profiles
	phone	text	YES	profiles
	pos_number	integer	YES	profiles
	ticket_prefix	text	YES	profiles
	school_id	uuid	YES	profiles
false	free_account_onboarding_completed	boolean	YES	profiles
	phone_1	text	YES	profiles
	address	text	YES	profiles
	document_type	text	YES	profiles
	document_number	text	YES	profiles
now()	updated_at	timestamp with time zone	YES	profiles
'{}'::uuid[]	custom_schools	ARRAY	YES	profiles
	admin_password	text	YES	profiles
true	is_active	boolean	YES	profiles
false	is_temp_password	boolean	YES	profiles
	saved_ruc	text	YES	profiles
	saved_razon_social	text	YES	profiles
	saved_direccion_fiscal	text	YES	profiles
	saved_email_fiscal	text	YES	profiles
'boleta'::text	preferred_invoice_type	text	YES	profiles
gen_random_uuid()	id	uuid	NO	promotions
	name	character varying	NO	promotions
	description	text	YES	promotions
	discount_type	character varying	NO	promotions
	discount_value	numeric	NO	promotions
	applies_to	character varying	NO	promotions
	target_ids	ARRAY	YES	promotions
true	active	boolean	YES	promotions
	valid_from	date	YES	promotions
	valid_until	date	YES	promotions
	school_ids	ARRAY	YES	promotions
0	priority	integer	YES	promotions
now()	created_at	timestamp with time zone	YES	promotions
now()	updated_at	timestamp with time zone	YES	promotions
gen_random_uuid()	id	uuid	NO	purchase_distribution_items
	entry_id	uuid	NO	purchase_distribution_items
	product_id	uuid	NO	purchase_distribution_items
	school_id	uuid	NO	purchase_distribution_items
	quantity	integer	NO	purchase_distribution_items
0	unit_cost	numeric	NO	purchase_distribution_items
	uom_id	uuid	YES	purchase_distribution_items
clock_timestamp()	created_at	timestamp with time zone	NO	purchase_distribution_items
gen_random_uuid()	id	uuid	NO	purchase_entries
	supplier_id	uuid	YES	purchase_entries
	school_id	uuid	YES	purchase_entries
	user_id	uuid	NO	purchase_entries
	doc_type	text	NO	purchase_entries
	doc_number	text	YES	purchase_entries
0	total_amount	numeric	NO	purchase_entries
	notes	text	YES	purchase_entries
now()	created_at	timestamp with time zone	YES	purchase_entries
	evidence_url	text	YES	purchase_entries
gen_random_uuid()	id	uuid	NO	purchase_entry_items
	entry_id	uuid	NO	purchase_entry_items
	product_id	uuid	NO	purchase_entry_items
1	quantity	integer	NO	purchase_entry_items
0	unit_cost	numeric	NO	purchase_entry_items
	uom_id	uuid	YES	purchase_entry_items
	uom_quantity	numeric	YES	purchase_entry_items
uuid_generate_v4()	id	uuid	NO	purchase_order_items
	order_id	uuid	YES	purchase_order_items
	item_id	uuid	YES	purchase_order_items
	quantity	numeric	NO	purchase_order_items
	unit_price	numeric	YES	purchase_order_items
	total_price	numeric	YES	purchase_order_items
	request_item_id	uuid	YES	purchase_order_items
uuid_generate_v4()	id	uuid	NO	purchase_orders
	order_number	text	YES	purchase_orders
	supplier_id	uuid	YES	purchase_orders
	created_by	uuid	YES	purchase_orders
'draft'::text	status	text	YES	purchase_orders
0	total_amount	numeric	YES	purchase_orders
	notes	text	YES	purchase_orders
	sent_at	timestamp with time zone	YES	purchase_orders
	received_at	timestamp with time zone	YES	purchase_orders
now()	created_at	timestamp with time zone	YES	purchase_orders
now()	updated_at	timestamp with time zone	YES	purchase_orders
gen_random_uuid()	id	uuid	NO	purchase_visibility_delay
	school_id	uuid	YES	purchase_visibility_delay
2	delay_days	integer	NO	purchase_visibility_delay
'purchases'::text	applies_to	text	NO	purchase_visibility_delay
	updated_by	uuid	YES	purchase_visibility_delay
now()	created_at	timestamp without time zone	YES	purchase_visibility_delay
now()	updated_at	timestamp without time zone	YES	purchase_visibility_delay
gen_random_uuid()	id	uuid	NO	recharge_requests
	student_id	uuid	YES	recharge_requests
	parent_id	uuid	YES	recharge_requests
	school_id	uuid	YES	recharge_requests
	amount	numeric	NO	recharge_requests
	payment_method	text	NO	recharge_requests
	reference_code	text	YES	recharge_requests
	voucher_url	text	YES	recharge_requests
	notes	text	YES	recharge_requests
'pending'::text	status	text	YES	recharge_requests
	rejection_reason	text	YES	recharge_requests
	approved_by	uuid	YES	recharge_requests
	approved_at	timestamp with time zone	YES	recharge_requests
	transaction_id	uuid	YES	recharge_requests
(now() + '7 days'::interval)	expires_at	timestamp with time zone	YES	recharge_requests
now()	created_at	timestamp with time zone	YES	recharge_requests
'recharge'::text	request_type	text	YES	recharge_requests
	description	text	YES	recharge_requests
	lunch_order_ids	ARRAY	YES	recharge_requests
	paid_transaction_ids	ARRAY	YES	recharge_requests
	invoice_type	text	YES	recharge_requests
	invoice_client_data	jsonb	YES	recharge_requests
0	wallet_amount	numeric	NO	recharge_requests
	voided_by	uuid	YES	recharge_requests
	voided_at	timestamp with time zone	YES	recharge_requests
	void_reason	text	YES	recharge_requests
gen_random_uuid()	id	uuid	NO	reclamaciones
nextval('reclamaciones_numero_seq'::regclass)	numero	integer	NO	reclamaciones
CURRENT_DATE	fecha	date	NO	reclamaciones
'UFRASAC CATERING S.AC'::text	proveedor	text	NO	reclamaciones
'20603916060'::text	ruc	text	NO	reclamaciones
'CALLE LOS CIPRESES 165 URB EL REMANSO LA MOLINA'::text	domicilio_proveedor	text	NO	reclamaciones
	nombre_consumidor	text	NO	reclamaciones
	dni_ce	text	NO	reclamaciones
	domicilio_consumidor	text	NO	reclamaciones
	telefono	text	NO	reclamaciones
	email	text	NO	reclamaciones
	nombre_apoderado	text	YES	reclamaciones
	tipo_bien	text	NO	reclamaciones
	monto_reclamado	numeric	NO	reclamaciones
	descripcion_bien	text	NO	reclamaciones
	tipo_reclamacion	text	NO	reclamaciones
	detalle	text	NO	reclamaciones
	pedido_consumidor	text	NO	reclamaciones
'pendiente'::text	estado	text	NO	reclamaciones
	respuesta_proveedor	text	YES	reclamaciones
	fecha_respuesta	date	YES	reclamaciones
	school_id	uuid	NO	reclamaciones
now()	created_at	timestamp with time zone	YES	reclamaciones
now()	updated_at	timestamp with time zone	YES	reclamaciones
gen_random_uuid()	id	uuid	NO	role_permissions
	role	character varying	NO	role_permissions
	permission_id	uuid	YES	role_permissions
true	granted	boolean	YES	role_permissions
now()	created_at	timestamp with time zone	YES	role_permissions
gen_random_uuid()	id	uuid	NO	sales
	transaction_id	text	NO	sales
	student_id	uuid	YES	sales
	school_id	uuid	NO	sales
	cashier_id	uuid	NO	sales
0	total	numeric	NO	sales
0	subtotal	numeric	NO	sales
0	discount	numeric	YES	sales
	payment_method	text	NO	sales
	cash_received	numeric	YES	sales
	change_given	numeric	YES	sales
'[]'::jsonb	items	jsonb	NO	sales
now()	created_at	timestamp with time zone	NO	sales
now()	updated_at	timestamp with time zone	NO	sales
	teacher_id	uuid	YES	sales
gen_random_uuid()	id	uuid	NO	school_classrooms
	school_id	uuid	NO	school_classrooms
	level_id	uuid	NO	school_classrooms
	name	character varying	NO	school_classrooms
0	order_index	integer	NO	school_classrooms
true	is_active	boolean	YES	school_classrooms
now()	created_at	timestamp with time zone	YES	school_classrooms
now()	updated_at	timestamp with time zone	YES	school_classrooms
gen_random_uuid()	id	uuid	NO	school_levels
	school_id	uuid	NO	school_levels
	name	character varying	NO	school_levels
0	order_index	integer	NO	school_levels
true	is_active	boolean	YES	school_levels
now()	created_at	timestamp with time zone	YES	school_levels
now()	updated_at	timestamp with time zone	YES	school_levels
gen_random_uuid()	id	uuid	NO	school_prefixes
	school_id	uuid	YES	school_prefixes
	prefix_base	text	NO	school_prefixes
now()	created_at	timestamp with time zone	YES	school_prefixes
uuid_generate_v4()	id	uuid	NO	schools
	name	character varying	NO	schools
	code	character varying	NO	schools
	address	text	YES	schools
	phone	character varying	YES	schools
	email	character varying	YES	schools
	warehouse_id	uuid	YES	schools
true	is_active	boolean	YES	schools
now()	created_at	timestamp without time zone	YES	schools
'#10B981'::text	color	text	YES	schools
NULL::character varying	manager_pin	character varying	YES	schools
false	auto_facturacion_activa	boolean	NO	schools
'23:00:00'::time without time zone	hora_cierre_diario	time without time zone	YES	schools
	admin_whatsapp	character varying	YES	schools
	admin_name	character varying	YES	schools
	year	integer	NO	seq_branch_supply_by_year
0	last_seq	integer	NO	seq_branch_supply_by_year
	year	integer	NO	seq_ingress_by_year
0	last_seq	integer	NO	seq_ingress_by_year
uuid_generate_v4()	id	uuid	NO	special_days
	date	date	NO	special_days
	type	text	NO	special_days
	title	text	NO	special_days
	description	text	YES	special_days
	school_id	uuid	YES	special_days
	created_by	uuid	YES	special_days
now()	created_at	timestamp with time zone	YES	special_days
	serie	text	NO	staging_sunat_abril_2026
	numero	integer	NO	staging_sunat_abril_2026
	fecha_emision	date	YES	staging_sunat_abril_2026
	importe_total	numeric	YES	staging_sunat_abril_2026
	raw_line	text	YES	staging_sunat_abril_2026
uuid_generate_v4()	id	uuid	NO	student_links
	student_a_id	uuid	NO	student_links
	student_b_id	uuid	NO	student_links
	relationship_type	text	NO	student_links
now()	created_at	timestamp with time zone	YES	student_links
	created_by	uuid	YES	student_links
uuid_generate_v4()	id	uuid	NO	student_relationships
	student_id	uuid	YES	student_relationships
	parent_id	uuid	YES	student_relationships
	relationship	character varying	NO	student_relationships
false	is_primary	boolean	YES	student_relationships
now()	created_at	timestamp without time zone	YES	student_relationships
gen_random_uuid()	id	uuid	NO	students
	parent_id	uuid	NO	students
	full_name	text	NO	students
	grade	text	YES	students
0.00	balance	numeric	YES	students
10.00	daily_limit	numeric	YES	students
timezone('utc'::text, now())	created_at	timestamp with time zone	NO	students
	photo_url	text	YES	students
	section	character varying	YES	students
true	is_active	boolean	YES	students
	name	character varying	YES	students
	school_id	uuid	YES	students
true	free_account	boolean	YES	students
	level_id	uuid	YES	students
	classroom_id	uuid	YES	students
0	weekly_limit	numeric	YES	students
0	monthly_limit	numeric	YES	students
'daily'::character varying	limit_type	character varying	YES	students
false	is_temporary	boolean	YES	students
	temporary_classroom_name	character varying	YES	students
	temporary_notes	text	YES	students
false	kiosk_disabled	boolean	NO	students
0	wallet_balance	numeric	NO	students
0	current_period_spent	numeric	NO	students
	next_reset_date	timestamp with time zone	YES	students
false	recharge_enabled	boolean	NO	students
uuid_generate_v4()	id	uuid	NO	suppliers
	code	text	YES	suppliers
	name	text	NO	suppliers
	ruc	text	YES	suppliers
	contact_name	text	YES	suppliers
	phone	text	YES	suppliers
	email	text	YES	suppliers
	address	text	YES	suppliers
true	is_active	boolean	YES	suppliers
now()	created_at	timestamp with time zone	YES	suppliers
now()	updated_at	timestamp with time zone	YES	suppliers
	contact_person	text	YES	suppliers
	payment_terms	text	YES	suppliers
	website	text	YES	suppliers
	notes	text	YES	suppliers
uuid_generate_v4()	id	uuid	NO	supply_request_items
	request_id	uuid	YES	supply_request_items
	item_id	uuid	YES	supply_request_items
	quantity_requested	numeric	NO	supply_request_items
0	quantity_available	numeric	YES	supply_request_items
0	quantity_approved	numeric	YES	supply_request_items
0	quantity_pending	numeric	YES	supply_request_items
'pending'::text	status	text	YES	supply_request_items
	notes	text	YES	supply_request_items
uuid_generate_v4()	id	uuid	NO	supply_requests
	request_number	text	YES	supply_requests
	requesting_school_id	uuid	YES	supply_requests
	requested_by	uuid	YES	supply_requests
'pending'::text	status	text	YES	supply_requests
	notes	text	YES	supply_requests
now()	created_at	timestamp with time zone	YES	supply_requests
	processed_at	timestamp with time zone	YES	supply_requests
	processed_by	uuid	YES	supply_requests
gen_random_uuid()	id	uuid	NO	support_tickets
	parent_id	uuid	NO	support_tickets
	student_id	uuid	YES	support_tickets
	parent_name	text	YES	support_tickets
	student_name	text	YES	support_tickets
	subject	text	NO	support_tickets
	message	text	NO	support_tickets
'open'::text	status	text	NO	support_tickets
'parent_portal'::text	source	text	NO	support_tickets
now()	created_at	timestamp with time zone	NO	support_tickets
now()	updated_at	timestamp with time zone	NO	support_tickets
gen_random_uuid()	id	uuid	NO	system_error_logs
now()	created_at	timestamp with time zone	NO	system_error_logs
	user_id	uuid	YES	system_error_logs
	error_message	text	NO	system_error_logs
	stack_trace	text	YES	system_error_logs
	component_name	text	YES	system_error_logs
'{}'::jsonb	metadata	jsonb	YES	system_error_logs
	key	text	NO	system_secrets
	value	text	NO	system_secrets
1	id	integer	NO	system_status
true	is_parent_portal_enabled	boolean	NO	system_status
true	is_admin_panel_enabled	boolean	NO	system_status
'Estamos realizando mejoras para ti. Volvemos pronto.'::text	parent_maintenance_msg	text	YES	system_status
'Sistema en mantenimiento programado. Contacta al SuperAdmin.'::text	admin_maintenance_msg	text	YES	system_status
now()	updated_at	timestamp with time zone	NO	system_status
	updated_by	uuid	YES	system_status
'{}'::text[]	parent_bypass_emails	ARRAY	YES	system_status
'{}'::text[]	admin_bypass_emails	ARRAY	YES	system_status
'{"plin_active": true, "yape_active": true, "izipay_active": true, "transferencia_active": true}'::jsonb	payment_methods_config	jsonb	NO	system_status
false	yape_manual_active	boolean	NO	system_status
	yape_manual_phone	text	YES	system_status
'Hola, soy {parent_name} y estoy pagando un total de S/ {total_amount} por el comprobante #{ticket_code} de la fecha {date}. Adjunto el comprobante, por favor confirmen mi abono. Muchas gracias.'::text	yape_manual_template	text	YES	system_status
'09:15:00'::time without time zone	global_lunch_deadline_time	time without time zone	NO	system_status
0	global_lunch_deadline_days	integer	NO	system_status
	id	uuid	NO	teacher_profiles
	full_name	character varying	NO	teacher_profiles
	dni	character varying	YES	teacher_profiles
	corporate_email	character varying	YES	teacher_profiles
	personal_email	character varying	YES	teacher_profiles
	phone_1	character varying	YES	teacher_profiles
	corporate_phone	character varying	YES	teacher_profiles
	area	character varying	YES	teacher_profiles
	school_id_1	uuid	YES	teacher_profiles
	school_id_2	uuid	YES	teacher_profiles
true	free_account	boolean	YES	teacher_profiles
false	onboarding_completed	boolean	YES	teacher_profiles
now()	created_at	timestamp with time zone	YES	teacher_profiles
now()	updated_at	timestamp with time zone	YES	teacher_profiles
0.00	balance	numeric	NO	teacher_profiles
	daily_limit	numeric	YES	teacher_profiles
true	is_active	boolean	NO	teacher_profiles
	id	uuid	YES	teacher_profiles_with_schools
	full_name	character varying	YES	teacher_profiles_with_schools
	dni	character varying	YES	teacher_profiles_with_schools
	corporate_email	character varying	YES	teacher_profiles_with_schools
	personal_email	character varying	YES	teacher_profiles_with_schools
	phone_1	character varying	YES	teacher_profiles_with_schools
	corporate_phone	character varying	YES	teacher_profiles_with_schools
	area	character varying	YES	teacher_profiles_with_schools
	free_account	boolean	YES	teacher_profiles_with_schools
	onboarding_completed	boolean	YES	teacher_profiles_with_schools
	created_at	timestamp with time zone	YES	teacher_profiles_with_schools
	updated_at	timestamp with time zone	YES	teacher_profiles_with_schools
	school_1_id	uuid	YES	teacher_profiles_with_schools
	school_1_name	character varying	YES	teacher_profiles_with_schools
	school_1_code	character varying	YES	teacher_profiles_with_schools
	school_2_id	uuid	YES	teacher_profiles_with_schools
	school_2_name	character varying	YES	teacher_profiles_with_schools
	school_2_code	character varying	YES	teacher_profiles_with_schools
uuid_generate_v4()	id	uuid	NO	terms_and_conditions
	user_id	uuid	YES	terms_and_conditions
	version	character varying	NO	terms_and_conditions
	content	text	NO	terms_and_conditions
	accepted_at	timestamp without time zone	NO	terms_and_conditions
	ip_address	character varying	YES	terms_and_conditions
	signature_data	jsonb	YES	terms_and_conditions
now()	created_at	timestamp without time zone	YES	terms_and_conditions
	profile_id	uuid	NO	ticket_sequences
0	current_number	integer	YES	ticket_sequences
	prefix	text	YES	ticket_sequences
now()	created_at	timestamp without time zone	YES	ticket_sequences
now()	updated_at	timestamp without time zone	YES	ticket_sequences
	school_id	uuid	NO	ticket_sequences_by_school
0	current_number	bigint	NO	ticket_sequences_by_school
	prefix	text	NO	ticket_sequences_by_school
now()	created_at	timestamp with time zone	NO	ticket_sequences_by_school
now()	updated_at	timestamp with time zone	NO	ticket_sequences_by_school
gen_random_uuid()	id	uuid	NO	transaction_items
	transaction_id	uuid	NO	transaction_items
	product_id	uuid	YES	transaction_items
	product_name	text	NO	transaction_items
1	quantity	integer	NO	transaction_items
	unit_price	numeric	NO	transaction_items
	subtotal	numeric	NO	transaction_items
now()	created_at	timestamp with time zone	YES	transaction_items
false	is_custom_sale	boolean	NO	transaction_items
gen_random_uuid()	id	uuid	NO	transactions
	student_id	uuid	YES	transactions
	type	text	NO	transactions
	amount	numeric	NO	transactions
	description	text	YES	transactions
timezone('utc'::text, now())	created_at	timestamp with time zone	NO	transactions
	ticket_code	text	YES	transactions
	balance_after	numeric	YES	transactions
	created_by	uuid	YES	transactions
false	is_deleted	boolean	YES	transactions
false	has_error	boolean	YES	transactions
	error_message	text	YES	transactions
	school_id	uuid	YES	transactions
false	is_billed	boolean	YES	transactions
	billing_payment_id	uuid	YES	transactions
	payment_status	text	YES	transactions
	payment_method	text	YES	transactions
	teacher_id	uuid	YES	transactions
	manual_client_name	character varying	YES	transactions
	metadata	jsonb	YES	transactions
NULL::character varying	operation_number	character varying	YES	transactions
false	paid_with_mixed	boolean	YES	transactions
0	cash_amount	numeric	YES	transactions
0	card_amount	numeric	YES	transactions
0	yape_amount	numeric	YES	transactions
	ticket_number	character varying	YES	transactions
'ticket'::character varying	document_type	character varying	YES	transactions
	invoice_client_name	text	YES	transactions
	invoice_client_dni_ruc	character varying	YES	transactions
	invoice_id	uuid	YES	transactions
true	is_taxable	boolean	NO	transactions
'pending'::text	billing_status	text	NO	transactions
	billing_processing_at	timestamp with time zone	YES	transactions
	cash_session_id	uuid	YES	transactions
	payment_session_id	uuid	YES	transactions
	gateway_reference_id	text	YES	transactions
	gateway_transaction_id	text	YES	transactions
	report_op_seq	bigint	YES	transactions
	id	uuid	YES	transactions_backup_mayo_09
	student_id	uuid	YES	transactions_backup_mayo_09
	type	text	YES	transactions_backup_mayo_09
	amount	numeric	YES	transactions_backup_mayo_09
	description	text	YES	transactions_backup_mayo_09
	created_at	timestamp with time zone	YES	transactions_backup_mayo_09
	ticket_code	text	YES	transactions_backup_mayo_09
	balance_after	numeric	YES	transactions_backup_mayo_09
	created_by	uuid	YES	transactions_backup_mayo_09
	is_deleted	boolean	YES	transactions_backup_mayo_09
	has_error	boolean	YES	transactions_backup_mayo_09
	error_message	text	YES	transactions_backup_mayo_09
	school_id	uuid	YES	transactions_backup_mayo_09
	is_billed	boolean	YES	transactions_backup_mayo_09
	billing_payment_id	uuid	YES	transactions_backup_mayo_09
	payment_status	text	YES	transactions_backup_mayo_09
	payment_method	text	YES	transactions_backup_mayo_09
	teacher_id	uuid	YES	transactions_backup_mayo_09
	manual_client_name	character varying	YES	transactions_backup_mayo_09
	metadata	jsonb	YES	transactions_backup_mayo_09
	operation_number	character varying	YES	transactions_backup_mayo_09
	paid_with_mixed	boolean	YES	transactions_backup_mayo_09
	cash_amount	numeric	YES	transactions_backup_mayo_09
	card_amount	numeric	YES	transactions_backup_mayo_09
	yape_amount	numeric	YES	transactions_backup_mayo_09
	ticket_number	character varying	YES	transactions_backup_mayo_09
	document_type	character varying	YES	transactions_backup_mayo_09
	invoice_client_name	text	YES	transactions_backup_mayo_09
	invoice_client_dni_ruc	character varying	YES	transactions_backup_mayo_09
	invoice_id	uuid	YES	transactions_backup_mayo_09
	is_taxable	boolean	YES	transactions_backup_mayo_09
	billing_status	text	YES	transactions_backup_mayo_09
	billing_processing_at	timestamp with time zone	YES	transactions_backup_mayo_09
	cash_session_id	uuid	YES	transactions_backup_mayo_09
	payment_session_id	uuid	YES	transactions_backup_mayo_09
	gateway_reference_id	text	YES	transactions_backup_mayo_09
	gateway_transaction_id	text	YES	transactions_backup_mayo_09
	report_op_seq	bigint	YES	transactions_backup_mayo_09
gen_random_uuid()	id	uuid	NO	treasury_transfers
	cash_session_id	uuid	NO	treasury_transfers
	school_id	uuid	NO	treasury_transfers
0	amount_cash	numeric	NO	treasury_transfers
0	amount_yape	numeric	NO	treasury_transfers
0	amount_plin	numeric	NO	treasury_transfers
0	amount_transferencia	numeric	NO	treasury_transfers
0	amount_total	numeric	NO	treasury_transfers
'created'::text	status	text	NO	treasury_transfers
	sender_id	uuid	NO	treasury_transfers
	sender_name	text	NO	treasury_transfers
	sender_signature	text	YES	treasury_transfers
	receiver_id	uuid	YES	treasury_transfers
	receiver_name	text	YES	treasury_transfers
